uid;Shape_Leng;from;to;y_start;x_start;y_end;x_end
4057;454.9123302;'36.2754106209154,59.5549396405834';'36.2729315875451,59.5584160320317';36.27541062;59.55493964;36.27293159;59.55841603
4058;689.386726;'36.2729315875451,59.5584160320317';'36.2724931452837,59.5660674081781';36.27293159;59.55841603;36.27249315;59.56606741
4059;312.9295927;'36.2724931452837,59.5660674081781';'36.2722939647786,59.5695405179341';36.27249315;59.56606741;36.27229396;59.56954052
4060;67.37987634;'36.2722939647789,59.569540517923';'36.272184695555,59.5702764728923';36.27229396;59.56954052;36.2721847;59.57027647
4061;148.0031628;'36.272184695555,59.5702764728923';'36.271525761283,59.5716938641626';36.2721847;59.57027647;36.27152576;59.57169386
4062;311.0961948;'36.2715257611932,59.5716938641485';'36.2697965377693,59.574417931214';36.27152576;59.57169386;36.26979654;59.57441793
4063;189.5042828;'36.2680884583734,59.5775476695738';'36.2670237084701,59.5791920250481';36.26808846;59.57754767;36.26702371;59.57919203
4064;75.51376338;'36.2660875323267,59.5802416588453';'36.2655386514637,59.5807377828232';36.26608753;59.58024166;36.26553865;59.58073778
4065;140.4594421;'36.2670237084701,59.5791920250481';'36.2660875323267,59.5802416588453';36.26702371;59.57919203;36.26608753;59.58024166
4066;341.3526189;'36.2655386514637,59.5807377828232';'36.2629921188531,59.5828671007472';36.26553865;59.58073778;36.26299212;59.5828671
4067;250.0195938;'36.261684560915,59.5842004223224';'36.2600498719531,59.5861140602725';36.26168456;59.58420042;36.26004987;59.58611406
4068;181.88236;'36.2600498719531,59.5861140602725';'36.2588606629422,59.5875061284018';36.26004987;59.58611406;36.25886066;59.58750613
4069;264.0576778;'36.2570212532265,59.5912802968692';'36.2568340698704,59.5942020145366';36.25702125;59.5912803;36.25683407;59.59420201
4070;376.5245754;'36.2568340698706,59.5942020145255';'36.255999975267,59.5982406304381';36.25683407;59.59420201;36.25599998;59.59824063
4071;631.5151171;'36.255999975357,59.5982406304411';'36.2532986634333,59.6044222638708';36.25599998;59.59824063;36.25329866;59.60442226
4072;584.7001344;'36.246512279435,59.6167166655898';'36.242486482382,59.6206289399597';36.24651228;59.61671667;36.24248648;59.62062894
4073;884.1500314;'36.2424820919128,59.6206311115468';'36.2350876132845,59.6242875122006';36.24248209;59.62063111;36.23508761;59.62428751
4074;300.6377024;'36.2350920038086,59.6242853409903';'36.232501431588,59.6252048102022';36.235092;59.62428534;36.23250143;59.62520481
4075;290.0815748;'36.232501431588,59.6252048102022';'36.2298888825716,59.6252901958482';36.23250143;59.62520481;36.22988888;59.6252902
4076;1055.149138;'36.2276373187851,59.6253637821846';'36.2181343653431,59.6256743625118';36.22763732;59.62536378;36.21813437;59.62567436
4077;249.9998791;'36.2298888825716,59.6252901958482';'36.2276373187851,59.6253637821846';36.22988888;59.6252902;36.22763732;59.62536378
4078;89.32374815;'36.2697965377693,59.574417931214';'36.2693263816162,59.5752239463507';36.26979654;59.57441793;36.26932638;59.57522395
4079;145.582544;'36.4348906679498,59.4466586011284';'36.4339304039777,59.4477642387988';36.43489067;59.4466586;36.4339304;59.44776424
4080;250.9909193;'36.4339304039777,59.4477642387988';'36.4323710429978,59.4497901339987';36.4339304;59.44776424;36.43237104;59.44979013
4081;125.4326766;'36.4198871968607,59.4629467813833';'36.4189885254193,59.4637946646031';36.4198872;59.46294678;36.41898853;59.46379466
4082;392.3516593;'36.3898782493669,59.5101871536044';'36.388306865572,59.5141035758221';36.38987825;59.51018715;36.38830687;59.51410358
4083;207.413674;'36.3907088998131,59.5081167012909';'36.3898782493669,59.5101871536044';36.3907089;59.5081167;36.38987825;59.51018715
4084;250.0550379;'36.3948614267919,59.4976688314972';'36.3938911102228,59.5001836089512';36.39486143;59.49766883;36.39389111;59.50018361
4085;291.8824892;'36.3959888446236,59.4947304568271';'36.3948614267919,59.4976688314972';36.39598884;59.49473046;36.39486143;59.49766883
4086;251.5523663;'36.3970599894323,59.4922600791977';'36.3959888446236,59.4947304568271';36.39705999;59.49226008;36.39598884;59.49473046
4087;481.4594102;'36.3990002458692,59.4875770375061';'36.3970294220591,59.4923568328817';36.39900025;59.48757704;36.39702942;59.49235683
4088;507.7835842;'36.3927423266117,59.5030476924106';'36.390708899723,59.508116701288';36.39274233;59.50304769;36.3907089;59.5081167
4089;79.08668268;'36.3930590117219,59.5022581755493';'36.3927423266117,59.5030476924106';36.39305901;59.50225818;36.39274233;59.50304769
4090;207.8082391;'36.3938911102228,59.5001836089512';'36.3930590117219,59.5022581755493';36.39389111;59.50018361;36.39305901;59.50225818
4091;265.9381699;'36.2891769396199,59.5528955233214';'36.2875188233898,59.5550319511401';36.28916222;59.5528806;36.2874895;59.55500011
4092;561.4350612;'36.2922039775723,59.5489949343212';'36.2922075520049,59.5489950506685';36.29220398;59.54899493;36.29220755;59.54899505
4093;555.1251639;'36.2987836845327,59.5404830960146';'36.2953349187312,59.5449579228726';36.29880071;59.54050738;36.29533492;59.54495792
4094;279.5638742;'36.2842121350858,59.5563173320619';'36.2817467696084,59.5556800711465';36.28418498;59.55641547;36.28176006;59.55564345
4095;340.2580975;'36.2817467696084,59.5556800711465';'36.2787462307677,59.5549040762095';36.28174677;59.55568007;36.27874623;59.55490408
4096;250.0001002;'36.269326381616,59.5752239463619';'36.2680884583734,59.5775476695738';36.26932638;59.57522395;36.26808846;59.57754767
4097;126.1509171;'36.2532986634333,59.6044222638708';'36.2526351640053,59.6055574631999';36.25329866;59.60442226;36.25263516;59.60555746
4098;79.58394018;'36.4323710429978,59.4497901339987';'36.4318913175676,59.4504494743421';36.43237104;59.44979013;36.43189132;59.45044947
4099;110.258222;'36.4318913175676,59.4504494743421';'36.4311765791641,59.4513032017857';36.43189132;59.45044947;36.43117658;59.4513032
4100;254.0660362;'36.2526351640053,59.6055574631999';'36.2507403546091,59.6070963404385';36.25263516;59.60555746;36.25074035;59.60709634
4101;188.4763351;'36.2629921188531,59.5828671007472';'36.2616845608249,59.5842004223194';36.26299212;59.5828671;36.26168456;59.58420042
4102;402.3432166;'36.2588606629422,59.5875061284018';'36.2570212532268,59.5912802968581';36.25886066;59.58750613;36.25702125;59.5912803
4103;569.1461053;'36.4066040152078,59.4767952721662';'36.4026657725821,59.4808580351833';36.40660402;59.47679527;36.40266577;59.48085804
4104;221.4199151;'36.3999305846142,59.4852777955761';'36.3990308094324,59.4874802793167';36.39993058;59.4852778;36.39903081;59.48748028
4105;196.260984;'36.3652992309213,59.536543858768';'36.3637074942119,59.5374960295858';36.36529923;59.53654386;36.36370749;59.53749603
4106;140.7284746;'36.3571515337103,59.5414173462081';'36.3560101596939,59.5420999647237';36.35713862;59.54139628;36.35601068;59.54207525
4107;426.3998739;'36.2953384932631,59.544958039052';'36.2926809287772,59.5483850244445';36.29533849;59.54495804;36.29268093;59.54838502
5000;329.037429;'36.2480900752738,59.6134127102828';'36.2480936138976,59.6134137305745';36.24807276;59.61340285;36.24806647;59.61339739
5001;225.6853526;'36.2483393373012,59.6121139333364';'36.2492291046049,59.6098714058894';36.24833934;59.61211393;36.2492291;59.60987141
5002;54.46900419;'36.2482261970532,59.6127034604196';'36.2483393373012,59.6121139333364';36.2482262;59.61270346;36.24833934;59.61211393
5003;748.9077639;'36.3631010344753,59.5380689658366';'36.369187529749,59.5344700456238';36.36310103;59.53806897;36.36918753;59.53447005
5004;211.5879191;'36.3479523603381,59.5471296642373';'36.3496634341573,59.5460907553233';36.34795236;59.54712966;36.34966343;59.54609076
5005;500.0000206;'36.3590458421929,59.5404945275899';'36.3631010344753,59.5380689658366';36.35904584;59.54049453;36.36310103;59.53806897
5006;554.4608235;'36.3545476282002,59.5431807374393';'36.3590458421929,59.5404945275899';36.35454763;59.54318074;36.35904584;59.54049453
5007;101.796796;'36.3537213136254,59.5436727177546';'36.3545476282002,59.5431807374393';36.35372131;59.54367272;36.35454763;59.54318074
5008;217.3381348;'36.3519571102661,59.5447230714255';'36.3537213136254,59.5436727177546';36.35195711;59.54472307;36.35372131;59.54367272
5009;226.6712511;'36.3501171390495,59.5458184824709';'36.3519571103559,59.5447230714396';36.35011714;59.54581848;36.35195711;59.54472307
5010;586.4008647;'36.369187529749,59.5344700456238';'36.3735350693346,59.5308027040449';36.36918753;59.53447005;36.37353507;59.5308027
5011;367.1711259;'36.3773437314904,59.5269186559766';'36.3798958492005,59.5243157484142';36.37734373;59.52691866;36.37989585;59.52431575
5012;547.935501;'36.3735350693346,59.5308027040449';'36.3773437314904,59.5269186559766';36.37352391;59.53077756;36.37732907;59.52690272
5013;472.972078;'36.3816334811744,59.5225434094965';'36.3849174050834,59.5191848898997';36.38163348;59.52254341;36.38491741;59.51918489
5014;249.995918;'36.3798958492005,59.5243157484142';'36.3816334810843,59.5225434094935';36.37989585;59.52431575;36.38163348;59.52254341
5015;349.4021192;'36.3868692824867,59.517017622657';'36.3886045291692,59.5137876225946';36.38686928;59.51701762;36.38860453;59.51378762
5016;291.3549669;'36.3849174050834,59.5191848898997';'36.3868692824867,59.517017622657';36.38491741;59.51918489;36.38686928;59.51701762
5017;569.2992817;'36.3996102454126,59.4863710578215';'36.4025274713541,59.4812268147934';36.39961025;59.48637106;36.40252747;59.48122681
5018;499.9963493;'36.4102151221267,59.4733108620097';'36.4136755974128,59.4697424204073';36.41021512;59.47331086;36.4136756;59.46974242
5019;508.0224493;'36.4066989999219,59.4769362645191';'36.4102151221267,59.4733108620097';36.406699;59.47693626;36.41021512;59.47331086
5020;602.1216937;'36.4025274713543,59.4812268147823';'36.4066990000122,59.4769362645108';36.40252747;59.48122681;36.406699;59.47693626
5021;489.1098241;'36.413675597323,59.4697424203933';'36.4170606328001,59.4662513698923';36.4136756;59.46974242;36.41706063;59.46625137
5022;255.1562261;'36.4192546233841,59.464207319203';'36.420937155738,59.4622712663476';36.41925462;59.46420732;36.42093716;59.46227127
5023;249.5976415;'36.4170606328001,59.4662513698923';'36.4188579087441,59.4645829861961';36.41706063;59.46625137;36.41885791;59.46458299
5024;491.1959203;'36.4316302318942,59.45097456864';'36.4348724090381,59.4472487298638';36.43163023;59.45097457;36.43487241;59.44724873
5025;337.8063266;'36.4234356734514,59.459667687563';'36.4257670184527,59.4572465897678';36.42343567;59.45966769;36.42576702;59.45724659
5026;362.5457697;'36.420937155738,59.4622712663476';'36.4234356734514,59.459667687563';36.42091597;59.4622458;36.42341604;59.45965005
5027;393.875844;'36.4257670184527,59.4572465897678';'36.4284806951539,59.4544168243035';36.42576702;59.45724659;36.4284807;59.45441682
5028;466.4076892;'36.4284806951539,59.4544168243035';'36.4316302318942,59.45097456864';36.4284807;59.45441682;36.43163023;59.45097457
5029;274.7820004;'36.434872408948,59.447248729861';'36.4365662726885,59.4450146792614';36.43487241;59.44724873;36.43656627;59.44501468
5030;1139.194063;'36.4601547612884,59.4168760869637';'36.4663021522819,59.4067153678794';36.46015476;59.41687609;36.46630215;59.40671537
5031;1045.643453;'36.4395813878669,59.4414007373058';'36.4463486027351,59.4332880425469';36.43958139;59.44140074;36.4463486;59.43328804
5032;248.9332097;'36.4463486027351,59.4332880425469';'36.4479595781046,59.4313564692728';36.4463486;59.43328804;36.44795958;59.43135647
5033;879.1451575;'36.4479595781046,59.4313564692728';'36.4536487532555,59.4245341906166';36.44795958;59.43135647;36.45364875;59.42453419
5034;358.380504;'36.4536487532555,59.4245341906166';'36.4560406659997,59.4218492441958';36.45364875;59.42453419;36.45604067;59.42184924
5035;250.0038848;'36.4560406659997,59.4218492441958';'36.4576766821236,59.4199325882413';36.45604067;59.42184924;36.45767668;59.41993259
5036;388.2622102;'36.4576766821236,59.4199325882413';'36.4601547612884,59.4168760869637';36.45767668;59.41993259;36.46015476;59.41687609
5037;912.3878283;'36.2239253433177,59.6257649387994';'36.2321406806159,59.6254202985232';36.22392534;59.62576494;36.23214068;59.6254203
5038;249.9582848;'36.2216746635516,59.6258593529667';'36.2239253434078,59.6257649388024';36.22167466;59.62585935;36.22392534;59.62576494
5039;391.3272338;'36.2181510650937,59.6260071625268';'36.2216746635516,59.6258593529667';36.21815107;59.62600716;36.22167466;59.62585935
5040;260.0415119;'36.2321406806159,59.6254202985232';'36.2344222850626,59.6248296080109';36.23214068;59.6254203;36.23442229;59.62482961
5041;1119.616955;'36.2344222850626,59.6248296080109';'36.243791064364,59.6202148633193';36.23442229;59.62482961;36.24379106;59.62021486
5042;291.0433271;'36.243791064364,59.6202148633193';'36.2458455388434,59.6182495949087';36.24378019;59.62017739;36.24582343;59.61823188
5043;241.0325537;'36.2458455389334,59.6182495949117';'36.2470899646227,59.6160532631059';36.24581947;59.61821986;36.24705924;59.61602909
5044;367.0349561;'36.2522292133606,59.6065451282238';'36.2540849750021,59.603185677335';36.25222921;59.60654513;36.25408498;59.60318568
5045;169.5300911;'36.2510898124874,59.6077979751924';'36.2522292133608,59.6065451282127';36.25108981;59.60779798;36.25222921;59.60654513
5046;647.1443147;'36.2572499525677,59.5912308863748';'36.2608006255063,59.5856733017908';36.25724995;59.59123089;36.26080063;59.5856733
5047;267.7490012;'36.2570158773183,59.5941866346689';'36.2572499525677,59.5912308863748';36.25701588;59.59418663;36.25724995;59.59123089
5048;574.2910347;'36.2608006255063,59.5856733017908';'36.2648301176567,59.581697098331';36.26080063;59.5856733;36.26483012;59.5816971
5049;289.7730955;'36.2666058914532,59.5801916400594';'36.268225770576,59.5776822869164';36.26660589;59.58019164;36.26822577;59.57768229
5050;239.6311051;'36.2648301176567,59.581697098331';'36.2666058914532,59.5801916400594';36.26483012;59.5816971;36.26660589;59.58019164
5051;395.9484442;'36.268225770576,59.5776822869164';'36.2702145951314,59.5740315935916';36.26822577;59.57768229;36.2702146;59.57403159
5052;446.7187392;'36.2725435623658,59.5678870957895';'36.2728381704584,59.5629299909626';36.27254356;59.5678871;36.27283817;59.56292999
5053;550.1685042;'36.2730108818578,59.5597313355297';'36.2754373996303,59.5551225759172';36.27301088;59.55973134;36.2754374;59.55512258
5054;188.1778864;'36.2754373996303,59.5551225759172';'36.2771275779781,59.5549584900521';36.2754374;59.55512258;36.27712758;59.55495849
5055;403.7577936;'36.2840718422164,59.556471093461';'36.2874349371361,59.5552856014356';36.28407184;59.55647109;36.28743494;59.5552856
5056;736.0097682;'36.2959137570857,59.544591803348';'36.3004971852322,59.5386716555083';36.29591376;59.5445918;36.30049719;59.53867166
5057;94.28298976;'36.2884895752177,59.5540414269398';'36.289103866796,59.5533167154909';36.28848958;59.55404143;36.28910387;59.55331672
5058;161.8670973;'36.2874349371361,59.5552856014356';'36.2884895752177,59.5540414269398';36.28743494;59.5552856;36.28848958;59.55404143
5059;670.7269516;'36.2917253032816,59.5499728302274';'36.2959137570857,59.544591803348';36.2917253;59.54997283;36.29591376;59.5445918
5060;418.2795991;'36.289103866886,59.5533167154939';'36.2917253033715,59.5499728302415';36.28910387;59.55331672;36.2917253;59.54997283
5061;447.5452218;'36.3384103207007,59.5468865127446';'36.3423626474019,59.5478737009864';36.33841032;59.54688651;36.34236265;59.5478737
5062;262.6065604;'36.3093088961048,59.5392808402981';'36.3116232643521,59.5398882653673';36.3093089;59.53928084;36.31162326;59.53988827
5063;731.5156498;'36.3028619744654,59.5375890077446';'36.3093088961048,59.5392808402981';36.30286197;59.53758901;36.3093089;59.53928084
5064;567.8551735;'36.3116232643521,59.5398882653673';'36.3166277897154,59.5412018875829';36.31162326;59.53988827;36.31662779;59.54120189
5065;226.2350173;'36.3292867975041,59.5445151751499';'36.3312810768884,59.5450358781541';36.3292868;59.54451518;36.33128108;59.54503588
5066;720.1828208;'36.3229383039233,59.5428577962568';'36.3292867975041,59.5445151751499';36.3229383;59.5428578;36.3292868;59.54451518
5067;294.6519007;'36.3203414168079,59.5421767903787';'36.3229383039236,59.5428577962457';36.32034142;59.54217679;36.3229383;59.5428578
5068;558.4876464;'36.3312810768884,59.5450358781541';'36.3362041720659,59.5463214215637';36.33128108;59.54503588;36.33620417;59.54632142
5069;250.0708016;'36.3362041720659,59.5463214215637';'36.3384103207007,59.5468865127446';36.33620417;59.54632142;36.33841032;59.54688651
5070;294.7617305;'36.3004971852322,59.5386716555083';'36.3028619744654,59.5375890077446';36.30049719;59.53867166;36.30286197;59.53758901
5071;212.4500369;'36.346157100575,59.5479336268954';'36.3479523603381,59.5471296642373';36.3461571;59.54793363;36.34795236;59.54712966
5072;425.1889351;'36.3423626474019,59.5478737009864';'36.346157100575,59.5479336268954';36.34236265;59.5478737;36.3461571;59.54793363
5073;258.5630548;'36.281791731586,59.5558813633887';'36.2840718422164,59.556471093461';36.28179173;59.55588136;36.28407184;59.55647109
5074;124.9846186;'36.2795871285265,59.5553111989216';'36.2806892948411,59.5555962422057';36.27958713;59.5553112;36.28068929;59.55559624
5075;125.0153959;'36.2806892948411,59.5555962422057';'36.281791731586,59.5558813633887';36.28068929;59.55559624;36.28179173;59.55588136
5076;1227.532747;'36.3886045291692,59.5137876225946';'36.3935219808029,59.5015348450275';36.38860453;59.51378762;36.39352198;59.50153485
5077;387.6932937;'36.3980640304446,59.4902455049855';'36.3996102454126,59.4863710578215';36.39806403;59.4902455;36.39961025;59.48637106
5078;184.663128;'36.397321343162,59.4920867221075';'36.3980640303545,59.4902455049827';36.39732134;59.49208672;36.39806403;59.4902455
5079;325.5115564;'36.394523618951,59.4990394341279';'36.3959365476092,59.4958609899395';36.39452362;59.49903943;36.39593655;59.49586099
5080;372.1427032;'36.3959365476092,59.4958609899395';'36.397321343162,59.4920867221075';36.39593655;59.49586099;36.39732134;59.49208672
5081;249.9993084;'36.3935219808029,59.5015348450275';'36.394523618951,59.4990394341279';36.39352198;59.50153485;36.39452362;59.49903943
5082;253.2266414;'36.2710548518425,59.5727281135483';'36.2723187346155,59.5704047329394';36.27105485;59.57272811;36.27231873;59.57040473
5083;146.2618775;'36.3178747709926,59.5415292334424';'36.3191637757809,59.5418676239739';36.31787477;59.54152923;36.31916378;59.54186762
5084;141.4933266;'36.3166277897154,59.5412018875829';'36.3178747709026,59.5415292334395';36.31662779;59.54120189;36.31787477;59.54152923
5085;879.6827062;'36.2540849750021,59.603185677335';'36.2570158773183,59.5941866346689';36.25408498;59.60318568;36.25701588;59.59418663
5086;279.7472508;'36.2492291046047,59.6098714059005';'36.2510898124871,59.6077979752036';36.2492291;59.60987141;36.25108981;59.60779798
5087;149.7428532;'36.2702145951314,59.5740315935916';'36.2710548517524,59.5727281135453';36.2702146;59.57403159;36.27105485;59.57272811
5088;228.1409431;'36.2723187346155,59.5704047329394';'36.2725435623658,59.5678870957895';36.27231873;59.57040473;36.27254356;59.5678871
5089;288.11649;'36.2728381704584,59.5629299909626';'36.2730108818578,59.5597313355297';36.27283817;59.56292999;36.27301088;59.55973134
5090;276.0425722;'36.2771275779781,59.5549584900521';'36.2795871285265,59.5553111989216';36.27712758;59.55495849;36.27958713;59.5553112
5091;133.6257222;'36.3191637757809,59.5418676239739';'36.3203414168079,59.5421767903787';36.31916378;59.54186762;36.32034142;59.54217679
5092;55.97831734;'36.3496634341573,59.5460907553233';'36.3501171390495,59.5458184824709';36.34966737;59.54610224;36.35011714;59.54581848
5093;55.46777784;'36.4188579087441,59.4645829861961';'36.4192546233843,59.4642073191919';36.41884819;59.46456821;36.4192364;59.464182
5094;215.8630632;'36.4365662726885,59.4450146792614';'36.4379633871604,59.4433401360277';36.43656627;59.44501468;36.43796339;59.44334014
5095;249.9955512;'36.4379633871604,59.4433401360277';'36.4395813878669,59.4414007373058';36.43796339;59.44334014;36.43958139;59.44140074
